"Name","BQ Project","BQ Dataset","BQ Table","Full ID","Program","Category","Reference Genome","Source","Data Type","Exp. Strategy","Status","Rows","Created","Example Joins","Description","Labels","Fields"
"ORAL SQUAMOUS CELL CARCINOMA CLINICAL DATA","isb-cgc-bq","ICPC","clinical_oral_squamous_cell_carcinoma_pdc_current","`isb-cgc-bq.ICPC.clinical_oral_squamous_cell_carcinoma_pdc_current`","ICPC","CLINICAL BIOSPECIMEN DATA","","PDC","CLINICAL DATA","","CURRENT","39","5/27/2021","","Data for the Oral Squamous Cell Carcinoma - Chang Gung University project was extracted using PDC API V1.17 in May 2021. This table contains information about patient cases and their clinical information. More details: see https://pdc.cancer.gov/data-dictionary/dictionary.html","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:icpc, source:pdc, status:current","case_id, case_submitter_id, project_submitter_id, primary_site, disease_type, demographic_id, demographic_submitter_id, gender, diagnosis_id, diagnosis_submitter_id, tissue_or_organ_of_origin,"
"ORAL SQUAMOUS CELL CARCINOMA CLINICAL DATA V1_17 VERSIONED","isb-cgc-bq","ICPC_versioned","clinical_oral_squamous_cell_carcinoma_pdc_V1_17","`isb-cgc-bq.ICPC_versioned.clinical_oral_squamous_cell_carcinoma_pdc_V1_17`","ICPC","CLINICAL BIOSPECIMEN DATA","","PDC","CLINICAL DATA","","CURRENT","39","5/27/2021","","Data for the Oral Squamous Cell Carcinoma - Chang Gung University project was extracted using PDC API V1.17 in May 2021. This table contains information about patient cases and their clinical information. More details: see https://pdc.cancer.gov/data-dictionary/dictionary.html","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:icpc, source:pdc, status:current","case_id, case_submitter_id, project_submitter_id, primary_site, disease_type, demographic_id, demographic_submitter_id, gender, diagnosis_id, diagnosis_submitter_id, tissue_or_organ_of_origin,"
"ORAL SQUAMOUS CELL CARCINOMA PER SAMPLE FILE METADATA FOR PDC","isb-cgc-bq","ICPC","per_sample_file_metadata_oral_squamous_cell_carcinoma_pdc_current","`isb-cgc-bq.ICPC.per_sample_file_metadata_oral_squamous_cell_carcinoma_pdc_current`","ICPC","METADATA","","PDC","FILE METADATA","","CURRENT","10,032","6/11/2021","","Per-sample file metadata for the Oral Squamous Cell Carcinoma - Chang Gung University project was generated using information from PDC data release V1.17, downloaded May 2021.","access:open, category:metadata, data_type:file_metadata, program:icpc, source:pdc, status:current","file_id, case_id, case_submitter_id, sample_id, sample_submitter_id, sample_type, project_short_name, project_submitter_id, program_short_name, program_name, data_category, experiment_type, file_type, file_size, file_format, instrument, file_name, file_location, access,"
"ORAL SQUAMOUS CELL CARCINOMA PER SAMPLE FILE METADATA FOR PDC V1_17 VERSIONED","isb-cgc-bq","ICPC_versioned","per_sample_file_metadata_oral_squamous_cell_carcinoma_pdc_V1_17","`isb-cgc-bq.ICPC_versioned.per_sample_file_metadata_oral_squamous_cell_carcinoma_pdc_V1_17`","ICPC","METADATA","","PDC","FILE METADATA","","CURRENT","10,032","6/11/2021","","Per-sample file metadata for the Oral Squamous Cell Carcinoma - Chang Gung University project was generated using information from PDC data release V1.17, downloaded May 2021.","access:open, category:metadata, data_type:file_metadata, program:icpc, source:pdc, status:current","file_id, case_id, case_submitter_id, sample_id, sample_submitter_id, sample_type, project_short_name, project_submitter_id, program_short_name, program_name, data_category, experiment_type, file_type, file_size, file_format, instrument, file_name, file_location, access,"
"ORGANOID CLINICAL DATA","isb-cgc-bq","ORGANOID","clinical_gdc_current","`isb-cgc-bq.ORGANOID.clinical_gdc_current`","ORGANOID","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","70","12/13/2023","2","Data for the ORGANOID program was extracted by CDA using the GDC API in September 2023. This table contains information about ORGANOID patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:organoid, source_0:cda, source_1:gdc, status:current","submitter_id, case_id, primary_site, disease_type, proj__name, proj__project_id, demo__demographic_id, demo__gender, demo__race, demo__ethnicity, demo__state, demo__created_datetime, demo__updated_datetime, diag__diagnosis_id, diag__primary_diagnosis, diag__site_of_resection_or_biopsy, diag__ajcc_pathologic_stage, diag__last_known_disease_status, diag__tissue_or_organ_of_origin, diag__state, diag__created_datetime, diag__updated_datetime, state, created_datetime, updated_datetime,"
"ORGANOID CLINICAL DATA REL38 VERSIONED","isb-cgc-bq","ORGANOID_versioned","clinical_gdc_r38","`isb-cgc-bq.ORGANOID_versioned.clinical_gdc_r38`","ORGANOID","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","70","12/13/2023","","Data for the ORGANOID program was extracted by CDA using the GDC API in September 2023. This table contains information about ORGANOID patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:organoid, source_0:cda, source_1:gdc, status:current","submitter_id, case_id, primary_site, disease_type, proj__name, proj__project_id, demo__demographic_id, demo__gender, demo__race, demo__ethnicity, demo__state, demo__created_datetime, demo__updated_datetime, diag__diagnosis_id, diag__primary_diagnosis, diag__site_of_resection_or_biopsy, diag__ajcc_pathologic_stage, diag__last_known_disease_status, diag__tissue_or_organ_of_origin, diag__state, diag__created_datetime, diag__updated_datetime, state, created_datetime, updated_datetime,"
"ORGANOID HG38 PER SAMPLE FILE METADATA","isb-cgc-bq","ORGANOID","per_sample_file_metadata_hg38_gdc_current","`isb-cgc-bq.ORGANOID.per_sample_file_metadata_hg38_gdc_current`","ORGANOID","METADATA","hg38","CDA, GDC","FILE METADATA","","CURRENT","896","6/28/2024","1","Data was extracted from file metadata information for ORGANOID provided by CDA in April 2024 from the GDC release 40. More details: https://docs.gdc.cancer.gov/Data/Release_Notes/Data_Release_Notes/#data-release-400","access:open, category:metadata, data_type:file_metadata, program:organoid, reference_genome_0:hg38, source_0:cda, source_1:gdc, status:current","file_gdc_id, case_gdc_id, case_barcode, sample_gdc_id, sample_barcode, sample_type_name, project_short_name, project_short_name_suffix, program_name, data_type, data_category, experimental_strategy, file_type, file_size, data_format, platform, file_name_key, index_file_id, index_file_name_key, index_file_size, access, acl,"
"ORGANOID HG38 PER SAMPLE FILE METADATA REL40 VERSIONED","isb-cgc-bq","ORGANOID_versioned","per_sample_file_metadata_hg38_gdc_r40","`isb-cgc-bq.ORGANOID_versioned.per_sample_file_metadata_hg38_gdc_r40`","ORGANOID","METADATA","hg38","CDA, GDC","FILE METADATA","","CURRENT","896","6/28/2024","","Data was extracted from file metadata information for ORGANOID provided by CDA in April 2024 from the GDC release 40. More details: https://docs.gdc.cancer.gov/Data/Release_Notes/Data_Release_Notes/#data-release-400","access:open, category:metadata, data_type:file_metadata, program:organoid, reference_genome_0:hg38, source_0:cda, source_1:gdc, status:current","file_gdc_id, case_gdc_id, case_barcode, sample_gdc_id, sample_barcode, sample_type_name, project_short_name, project_short_name_suffix, program_name, data_type, data_category, experimental_strategy, file_type, file_size, data_format, platform, file_name_key, index_file_id, index_file_name_key, index_file_size, access, acl,"
"ORGANOID HG38 RNASEQ GENE EXPRESSION","isb-cgc-bq","ORGANOID","RNAseq_hg38_gdc_current","`isb-cgc-bq.ORGANOID.RNAseq_hg38_gdc_current`","ORGANOID","PROCESSED -OMICS DATA","hg38","GDC","GENE EXPRESSION","RNASEQ","CURRENT","3,336,520","1/30/2023","1","RNAseq data of the ORGANOID program was extracted from release 35 of the active GDC archive in December 2022. The mRNA expression data was originally generated by Illumina GA or HiSeq sequencing runs and quantified using the GDC RNAseq analysis pipeline. RNA-Seq expression values, such as stranded and unstranded read counts per gene are produced by STAR. GDC also generated normalized values in the forms of FPKM and FPKM Upper Quartile using a custom pipeline.","access:open, category:processed_-omics_data, data_type:gene_expression, experimental_strategy:rnaseq, program:organoid, reference_genome_0:hg38, source:gdc, status:current","project_short_name, primary_site, case_barcode, sample_barcode, aliquot_barcode, gene_name, gene_type, Ensembl_gene_id, Ensembl_gene_id_v, unstranded, stranded_first, stranded_second, tpm_unstranded, fpkm_unstranded, fpkm_uq_unstranded, sample_type_name, case_gdc_id, sample_gdc_id, aliquot_gdc_id, file_gdc_id, platform,"
"ORGANOID HG38 RNASEQ GENE EXPRESSION REL 35 VERSIONED","isb-cgc-bq","ORGANOID_versioned","RNAseq_hg38_gdc_r35","`isb-cgc-bq.ORGANOID_versioned.RNAseq_hg38_gdc_r35`","ORGANOID","PROCESSED -OMICS DATA","hg38","GDC","GENE EXPRESSION","RNASEQ","CURRENT","3,336,520","1/30/2023","","RNAseq data of the ORGANOID program was extracted from release 35 of the active GDC archive in December 2022. The mRNA expression data was originally generated by Illumina GA or HiSeq sequencing runs and quantified using the GDC RNAseq analysis pipeline. RNA-Seq expression values, such as stranded and unstranded read counts per gene are produced by STAR. GDC also generated normalized values in the forms of FPKM and FPKM Upper Quartile using a custom pipeline.","access:open, category:processed_-omics_data, data_type:gene_expression, experimental_strategy:rnaseq, program:organoid, reference_genome_0:hg38, source:gdc, status:current","project_short_name, primary_site, case_barcode, sample_barcode, aliquot_barcode, gene_name, gene_type, Ensembl_gene_id, Ensembl_gene_id_v, unstranded, stranded_first, stranded_second, tpm_unstranded, fpkm_unstranded, fpkm_uq_unstranded, sample_type_name, case_gdc_id, sample_gdc_id, aliquot_gdc_id, file_gdc_id, platform,"
"PANCANATLAS MANIFEST","isb-cgc","GDC_metadata","PanCanAtlas_manifest","`isb-cgc.GDC_metadata.PanCanAtlas_manifest`","","METADATA","","GDC","FILE METADATA","","CURRENT","231","4/3/2019","","Data was generated from file metadata information for the PanCanAtlas publications. https://gdc.cancer.gov/about-data/publications/pancanatlas","access:open, category:metadata, data_type:file_metadata, source:gdc, status:current","file_name, gdc_id, PCA_project_id,"
"PANCANCER BARCODE MAP","isb-cgc","pancancer_atlas","BarcodeMap","`isb-cgc.pancancer_atlas.BarcodeMap`","PANCANCER ATLAS","CLINICAL BIOSPECIMEN DATA","hg19","GDC, LITERATURE","BIOSPECIMEN SUPPLEMENT","","CURRENT","148,602","5/27/2020","","Generated from TCGA Aliquot Report and samples used in PanCancer Atlas initiative, Feb 19, 2016. Contains Barcode Mappings used to annotate the pan-cancer tables with  ParticipantBarcode, SampleBarcode, AliquotBarcode, SampleTypeLetterCode, SampleType and TCGA Study.  Note: The data was processed from TCGA Aliquot Report, formerly at https://tcga-data.nci.nih.gov/datareports/aliquotReport.htm  More details: https://docs.gdc.cancer.gov/Encyclopedia/pages/TCGA_Barcode/","access:open, category:clinical_biospecimen_data, data_type:biospecimen_supplement, program:pancancer_atlas, reference_genome:hg19, source_0:gdc, source_1:literature, status:current","ParticipantBarcode, SampleBarcode, AliquotBarcode, Study, SampleTypeLetterCode,"
"PANCANCER BARCODE MAP","isb-cgc-bq","pancancer_atlas","BarcodeMap","`isb-cgc-bq.pancancer_atlas.BarcodeMap`","PANCANCER ATLAS","CLINICAL BIOSPECIMEN DATA","hg19","GDC, LITERATURE","BIOSPECIMEN SUPPLEMENT","","CURRENT","148,602","12/4/2020","","Generated from TCGA Aliquot Report and samples used in PanCancer Atlas initiative, Feb 19, 2016. Contains Barcode Mappings used to annotate the pan-cancer tables with  ParticipantBarcode, SampleBarcode, AliquotBarcode, SampleTypeLetterCode, SampleType and TCGA Study.  Note: The data was processed from TCGA Aliquot Report, formerly at https://tcga-data.nci.nih.gov/datareports/aliquotReport.htm  More details: https://docs.gdc.cancer.gov/Encyclopedia/pages/TCGA_Barcode/","access:open, category:clinical_biospecimen_data, data_type:biospecimen_supplement, program:pancancer_atlas, reference_genome:hg19, source_0:gdc, source_1:literature, status:current","ParticipantBarcode, SampleBarcode, AliquotBarcode, Study, SampleTypeLetterCode,"
"PANCANCER CLINICAL DATA RESOURCE (CDR) OUTCOME AND SURVIVAL","isb-cgc-bq","pancancer_atlas","TCGA_CDR","`isb-cgc-bq.pancancer_atlas.TCGA_CDR`","PANCANCER ATLAS","CLINICAL BIOSPECIMEN DATA","hg19","GDC","CLINICAL SUPPLEMENT, SURVIVAL","","CURRENT","11,160","12/4/2020","","Data loaded from the PanCancer Atlas initiative on the GDC in April 2018. Contains A curated resource of the clinical annotations for TCGA data and provides recommendations for use of clinical endpoints. It is strongly recommended that this file be used for clinical elements and survival outcome data first. More details:  https://gdc.cancer.gov/about-data/publications/PanCan-Clinical-2018 and https://gdc.cancer.gov/about-data/publications/pancanatlas","access:open, category:clinical_biospecimen_data, data_type_0:clinical_supplement, data_type_1:survival, program:pancancer_atlas, reference_genome:hg19, source:gdc, status:current","ParticipantBarcode, Study, OS, OS_time, DSS, DSS_time, DFI, DFI_time, PFI, PFI_time, Redaction,"
"PANCANCER CLINICAL DATA RESOURCE (CDR) OUTCOME AND SURVIVAL - EXTRA","isb-cgc-bq","pancancer_atlas","TCGA_Clinical_Data_Resource_Extra","`isb-cgc-bq.pancancer_atlas.TCGA_Clinical_Data_Resource_Extra`","PANCANCER ATLAS","CLINICAL BIOSPECIMEN DATA","hg19","GDC","CLINICAL SUPPLEMENT, SURVIVAL","","CURRENT","11,160","10/20/2021","","Data loaded from the article 'An Integrated TCGA Pan-Cancer Clinical Data Resource to Drive High-Quality Survival Outcome Analytics' by  Liu J, et al. Contains a curated resource of extra clinical annotations and survival data for TCGA data. More details: https://gdc.cancer.gov/about-data/publications/PanCan-Clinical-2018 and https://gdc.cancer.gov/about-data/publications/pancanatlas","access:open, category:clinical_biospecimen_data, data_type_0:clinical_supplement, data_type_1:survival, program:pancancer_atlas, reference_genome:hg19, source:gdc, status:current","Row, bcr_patient_barcode, type, PFI_1, PFI_time_1, PFI_2, PFI_time_2, PFS, PFS_time, DSS_cr, DSS_time_cr, DFI_cr, DFI_time_cr, PFI_cr, PFI_time_cr, PFI_1_cr, PFI_time_1_cr, PFI_2_cr, PFI_time_2_cr,"
"PANCANCER CLINICAL DATA RESOURCE (CDR) OUTCOME AND SURVIVAL DATA","isb-cgc","pancancer_atlas","TCGA_CDR","`isb-cgc.pancancer_atlas.TCGA_CDR`","PANCANCER ATLAS","CLINICAL BIOSPECIMEN DATA","hg19","GDC, LITERATURE","CLINICAL SUPPLEMENT","","CURRENT","11,160","5/27/2020","","Data loaded from the PanCancer Atlas initiative on the GDC in April 2018. Contains A curated resource of the clinical annotations for TCGA data and provides recommendations for use of clinical endpoints. It is strongly recommended that this file be used for clinical elements and survival outcome data first. More details:  https://gdc.cancer.gov/about-data/publications/PanCan-Clinical-2018 https://gdc.cancer.gov/about-data/publications/pancanatlas","access:open, category:clinical_biospecimen_data, data_type:clinical_supplement, program:pancancer_atlas, reference_genome:hg19, source_0:gdc, source_1:literature, status:current","ParticipantBarcode, Study, OS, OS_time, DSS, DSS_time, DFI, DFI_time, PFI, PFI_time, Redaction,"
